[635d1b4e][server]: starting...
[635d1b4e][datafile]: loading. filename='maps/infc_alien.map'
[635d1b4e][datafile]: allocsize=4948
[635d1b4e][datafile]: readsize=4500
[635d1b4e][datafile]: swaplen=4520
[635d1b4e][datafile]: item_size=3860
[635d1b4e][datafile]: loading done. datafile='maps/infc_alien.map'
[635d1b4e][datafile]: loading. filename='maps/infc_alien.map'
[635d1b4e][datafile]: allocsize=4948
[635d1b4e][datafile]: readsize=4500
[635d1b4e][datafile]: swaplen=4520
[635d1b4e][datafile]: item_size=3860
[635d1b4e][datafile]: loading done. datafile='maps/infc_alien.map'
[635d1b4e][datafile]: loading data index=21 size=749 uncompressed=52500
[635d1b4e][datafile]: loading. filename='clientmaps/infc_alien_486bd034/tw06-highres.map'
[635d1b4e][datafile]: allocsize=22412
[635d1b4e][datafile]: readsize=21820
[635d1b4e][datafile]: swaplen=21840
[635d1b4e][datafile]: item_size=20824
[635d1b4e][datafile]: loading done. datafile='clientmaps/infc_alien_486bd034/tw06-highres.map'
[635d1b4e][server]: map crc is 486bd034, generated map crc is 924cb98d
[635d1b4e][server]: maps/infc_x_current.map loaded in memory
[635d1b4e][server]: server name is '『中国活动服』感染模式InfclassR'
[635d1b4e][datafile]: loading data index=30 size=1696 uncompressed=12312
[635d1b4e][datafile]: loading data index=31 size=822 uncompressed=6840
[635d1b4e][datafile]: loading data index=32 size=739 uncompressed=5016
[635d1b4e][server]: version 0.6 868ccbe551010094
[635d1b4e][engine/mastersrv]: refreshing master server addresses
[635d1b4e][register]: refreshing ip addresses
[635d1b4e][engine/mastersrv]: saving addresses
[635d1b4e][register]: fetching server counts
[635d1b4e][server]: player is ready. ClientID=4 addr=113.83.18.236:1190 secure=yes
[635d1b4e][server]: player is ready. ClientID=2 addr=36.250.88.154:16323 secure=yes
[635d1b4e][server]: player is ready. ClientID=3 addr=117.37.10.82:3479 secure=yes
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][net_ban]: '115.53.124.68' banned for 1 minute (Stressing network)
[635d1b4f][server]: client dropped. cid=1 addr=115.53.124.68:18187 reason=''
[635d1b4f][infclass]: session created for the client 1
[635d1b4f][infclass]: accusation created for the client 1
[635d1b4f][game]: Active Players: 0
[635d1b4f][game]: Spectators: 0
[635d1b4f][game]: Active Players: 0
[635d1b4f][game]: Spectators: 0
[635d1b4f][game]: Active Players: 0
[635d1b4f][game]: Spectators: 0
[635d1b50][game]: Active Players: 0
[635d1b50][game]: Spectators: 0
[635d1b50][game]: Active Players: 0
[635d1b50][game]: Spectators: 0
[635d1b50][server]: player has entered the game. ClientID=4 addr=113.83.18.236:1190
[635d1b50][game]: team_join player='4:(1)' team=0
[635d1b50][game]: Active Players: 1
[635d1b50][game]: Spectators: 0
[635d1b50][datafile]: loading data index=28 size=126 uncompressed=52500
[635d1b50][server]: player has entered the game. ClientID=2 addr=36.250.88.154:16323
[635d1b50][game]: team_join player='2:To the moon' team=0
[635d1b50][game]: Active Players: 2
[635d1b50][game]: Spectators: 0
[635d1b50][server]: player has entered the game. ClientID=3 addr=117.37.10.82:3479
[635d1b50][game]: team_join player='3:无敌暴龙兽' team=0
[635d1b50][game]: Active Players: 3
[635d1b50][game]: Spectators: 0
[635d1b50][server]: player has entered the game. ClientID=5 addr=111.1.99.193:10501
[635d1b50][game]: team_join player='5:`' team=0
[635d1b50][game]: Active Players: 4
[635d1b50][game]: Spectators: 0
[635d1b50][server]: player has entered the game. ClientID=6 addr=125.36.101.74:36783
[635d1b50][game]: team_join player='6:笨比' team=0
[635d1b50][game]: Active Players: 5
[635d1b50][game]: Spectators: 0
[635d1b51][server]: player is ready. ClientID=1 addr=117.159.92.17:29163 secure=yes
[635d1b51][register]: chose 'master3.teeworlds.com' as master, sending heartbeats
[635d1b51][server]: player is ready. ClientID=7 addr=223.78.197.240:4994 secure=yes
[635d1b51][game]: choose_class player='`' class='4'
[635d1b52][server]: player is ready. ClientID=8 addr=112.51.130.14:5186 secure=yes
[635d1b52][game]: Active Players: 5
[635d1b52][game]: Spectators: 0
[635d1b52][game]: choose_class player='To the moon' class='8'
[635d1b52][register]: no firewall/nat problems detected
[635d1b52][register]: server registered
[635d1b52][game]: Active Players: 5
[635d1b52][game]: Spectators: 0
[635d1b53][server]: player has entered the game. ClientID=1 addr=117.159.92.17:29163
[635d1b53][game]: team_join player='1:未羌' team=0
[635d1b53][game]: Active Players: 6
[635d1b53][game]: Spectators: 0
[635d1b53][game]: Active Players: 6
[635d1b53][game]: Spectators: 0
[635d1b53][server]: player has entered the game. ClientID=7 addr=223.78.197.240:4994
[635d1b53][game]: team_join player='7:Loser rice' team=0
[635d1b53][game]: Active Players: 7
[635d1b53][game]: Spectators: 0
[635d1b53][server]: player has entered the game. ClientID=8 addr=112.51.130.14:5186
[635d1b53][game]: team_join player='8:火锅Dio' team=0
[635d1b53][game]: Active Players: 8
[635d1b53][game]: Spectators: 0
[635d1b54][server]: player is ready. ClientID=9 addr=123.112.71.224:7449 secure=yes
[635d1b54][server]: ClientID=6 authed (admin)
[635d1b54][game]: choose_class player='火锅Dio' class='7'
[635d1b55][game]: choose_class player='(1)' class='9'
[635d1b55][game]: score player='`' amount='10'
[635d1b55][game]: choose_class player='Loser rice' class='3'
[635d1b55][game]: Active Players: 8
[635d1b55][game]: Spectators: 0
[635d1b56][game]: choose_class player='无敌暴龙兽' class='5'
[635d1b56][server]: player has entered the game. ClientID=9 addr=123.112.71.224:7449
[635d1b56][game]: team_join player='9:kaoya' team=0
[635d1b56][game]: Active Players: 9
[635d1b56][game]: Spectators: 0
[635d1b56][chat]: 8:-2:火锅Dio: ok
[635d1b56][game]: choose_class player='笨比' class='7'
[635d1b57][Console]: No such command: pause.
[635d1b57][game]: choose_class player='未羌' class='7'
[635d1b5a][datafile]: loading data index=29 size=119 uncompressed=52500
[635d1b5a][game]: choose_class player='kaoya' class='10'
[635d1b5a][game]: infected victim='火锅Dio' duration='10'
[635d1b5a][game]: choose_class player='火锅Dio' class='14'
[635d1b5a][game]: infected victim='(1)' duration='10'
[635d1b5a][game]: choose_class player='(1)' class='19'
[635d1b5a][game]: infected victim='Loser rice' duration='10'
[635d1b5a][game]: choose_class player='Loser rice' class='14'
[635d1b5a][chat]: 3:-2:无敌暴龙兽: 卡出去啦
[635d1b5b][game]: infected victim='To the moon' duration='10'
[635d1b5b][game]: choose_class player='To the moon' class='17'
[635d1b5b][game]: score player='Loser rice' amount='30'
[635d1b5b][game]: kill killer='Loser rice' victim='To the moon' weapon=0
[635d1b5b][game]: infected victim='无敌暴龙兽' duration='11'
[635d1b5b][game]: choose_class player='无敌暴龙兽' class='17'
[635d1b5b][game]: score player='火锅Dio' amount='30'
[635d1b5b][game]: kill killer='火锅Dio' victim='无敌暴龙兽' weapon=0
[635d1b5e][game]: score player='火锅Dio' amount='30'
[635d1b5e][game]: kill killer='火锅Dio' victim='`' weapon=0
[635d1b5e][game]: infected victim='`' duration='14'
[635d1b5e][game]: choose_class player='`' class='21'
[635d1b63][chat]: 8:-2:火锅Dio: 重启服务器
[635d1b63][game]: score player='kaoya' amount='10'
[635d1b63][game]: kill killer='kaoya' victim='(1)' weapon=4
[635d1b64][game]: score player='kaoya' amount='10'
[635d1b64][game]: kill killer='kaoya' victim='`' weapon=0
[635d1b65][chat]: 8:-2:火锅Dio: 不是卡出去
[635d1b67][game]: score player='kaoya' amount='10'
[635d1b67][game]: kill killer='kaoya' victim='无敌暴龙兽' weapon=4
[635d1b67][game]: score player='kaoya' amount='10'
[635d1b67][game]: kill killer='kaoya' victim='`' weapon=4
[635d1b69][game]: infected victim='笨比' duration='25'
[635d1b69][game]: choose_class player='笨比' class='22'
[635d1b69][game]: score player='Loser rice' amount='30'
[635d1b69][game]: kill killer='Loser rice' victim='笨比' weapon=0
[635d1b6a][chat]: 3:-2:无敌暴龙兽: 搜嘎
[635d1b6b][game]: score player='kaoya' amount='10'
[635d1b6b][game]: kill killer='kaoya' victim='(1)' weapon=4
[635d1b6e][game]: score player='Loser rice' amount='30'
[635d1b6e][game]: kill killer='Loser rice' victim='未羌' weapon=5
[635d1b6e][game]: infected victim='未羌' duration='29'
[635d1b6e][game]: choose_class player='未羌' class='14'
[635d1b6e][server]: ClientID=6 rcon='broadcast 本次更新了三张地图'
[635d1b6e][game]: infected victim='kaoya' duration='30'
[635d1b6e][game]: choose_class player='kaoya' class='15'
[635d1b6e][game]: score player='`' amount='30'
[635d1b6e][game]: kill killer='`' victim='kaoya' weapon=0
[635d1b6e][game]: round_end winner='zombies' survivors='0' duration='30' round='1 of 8'
[635d1b70][chat]: 7:-2:Loser rice: )
[635d1b71][server]: player is ready. ClientID=a addr=39.144.141.157:36461 secure=yes
[635d1b71][game]: choose_class player='未羌' class='0'
[635d1b71][game]: choose_class player='To the moon' class='0'
[635d1b71][game]: choose_class player='无敌暴龙兽' class='0'
[635d1b71][game]: choose_class player='(1)' class='0'
[635d1b71][game]: choose_class player='`' class='0'
[635d1b71][game]: choose_class player='笨比' class='0'
[635d1b71][game]: choose_class player='Loser rice' class='0'
[635d1b71][game]: choose_class player='火锅Dio' class='0'
[635d1b71][game]: choose_class player='kaoya' class='0'
[635d1b71][game]: start round type='InfClassR' teamplay='0' id='1804289383'
[635d1b72][chat]: *** '火锅Dio' called vote to change server option 'backwaters_old' (No reason given)
[635d1b72][game]: Active Players: 9
[635d1b72][game]: Spectators: 0
[635d1b73][game]: choose_class player='火锅Dio' class='7'
[635d1b73][game]: choose_class player='To the moon' class='8'
[635d1b73][server]: player has entered the game. ClientID=a addr=39.144.141.157:36461
[635d1b73][game]: team_join player='10:不坐车lxy' team=0
[635d1b73][game]: Active Players: 10
[635d1b73][game]: Spectators: 0
[635d1b73][game]: choose_class player='`' class='4'
[635d1b73][game]: choose_class player='kaoya' class='10'
[635d1b73][game]: choose_class player='Loser rice' class='3'
[635d1b75][game]: choose_class player='未羌' class='9'
[635d1b75][game]: choose_class player='(1)' class='10'
[635d1b77][game]: score player='`' amount='10'
[635d1b77][server]: ClientID=6 rcon='broadcast 本次更新了三张地图'
[635d1b78][chat]: 8:-2:火锅Dio: F3
[635d1b79][chat]: 8:-2:火锅Dio: awa
[635d1b79][game]: choose_class player='不坐车lxy' class='3'
[635d1b79][game]: choose_class player='笨比' class='7'
[635d1b7b][game]: choose_class player='无敌暴龙兽' class='7'
[635d1b7b][game]: infected victim='无敌暴龙兽' duration='10'
[635d1b7b][game]: choose_class player='无敌暴龙兽' class='14'
[635d1b7b][game]: infected victim='笨比' duration='10'
[635d1b7b][game]: choose_class player='笨比' class='14'
[635d1b7b][game]: infected victim='未羌' duration='10'
[635d1b7b][game]: choose_class player='未羌' class='22'
[635d1b7f][game]: infected victim='火锅Dio' duration='13'
[635d1b7f][game]: choose_class player='火锅Dio' class='21'
[635d1b7f][game]: score player='未羌' amount='30'
[635d1b7f][game]: kill killer='未羌' victim='火锅Dio' weapon=0
[635d1b7f][game]: score player='`' amount='10'
[635d1b7f][game]: kill killer='`' victim='笨比' weapon=2
[635d1b80][game]: score player='Loser rice' amount='10'
[635d1b80][game]: kill killer='Loser rice' victim='未羌' weapon=2
[635d1b83][game]: score player='不坐车lxy' amount='10'
[635d1b83][game]: kill killer='不坐车lxy' victim='火锅Dio' weapon=2
[635d1b84][server]: player is ready. ClientID=b addr=223.88.15.143:40135 secure=yes
[635d1b85][game]: infected victim='(connecting)' duration='19'
[635d1b85][game]: choose_class player='(connecting)' class='19'
[635d1b85][game]: Active Players: 10
[635d1b85][game]: Spectators: 0
[635d1b86][server]: player has entered the game. ClientID=b addr=223.88.15.143:40135
[635d1b86][game]: team_join player='11:Player' team=0
[635d1b86][game]: Active Players: 11
[635d1b86][game]: Spectators: 0
[635d1b8a][server]: player is ready. ClientID=c addr=218.83.42.191:14390 secure=yes
[635d1b8b][game]: infected victim='(connecting)' duration='25'
[635d1b8b][game]: choose_class player='(connecting)' class='15'
[635d1b8b][game]: Active Players: 11
[635d1b8b][game]: Spectators: 0
[635d1b8b][chat]: *** Vote failed
[635d1b8b][server]: player has entered the game. ClientID=c addr=218.83.42.191:14390
[635d1b8b][game]: team_join player='12:Aaron' team=0
[635d1b8b][game]: Active Players: 12
[635d1b8b][game]: Spectators: 0
[635d1b8c][net_ban]: ban '115.53.124.68' expired
[635d1b8d][game]: score player='kaoya' amount='10'
[635d1b8d][game]: kill killer='kaoya' victim='无敌暴龙兽' weapon=4
[635d1b8d][game]: score player='kaoya' amount='10'
[635d1b8d][game]: kill killer='kaoya' victim='火锅Dio' weapon=4
[635d1b8f][game]: score player='To the moon' amount='10'
[635d1b8f][game]: kill killer='To the moon' victim='笨比' weapon=4
[635d1b8f][game]: infected victim='To the moon' duration='29'
[635d1b8f][game]: choose_class player='To the moon' class='22'
[635d1b8f][game]: score player='笨比' amount='30'
[635d1b8f][game]: kill killer='笨比' victim='To the moon' weapon=0
[635d1b91][game]: score player='不坐车lxy' amount='10'
[635d1b91][game]: kill killer='不坐车lxy' victim='To the moon' weapon=0
[635d1b96][server]: ClientID=6 rcon='broadcast awa'
[635d1b96][game]: score player='`' amount='10'
[635d1b98][game]: score player='(1)' amount='10'
[635d1b98][game]: kill killer='(1)' victim='未羌' weapon=4
[635d1b9b][game]: choose_class player='Aaron' class='3'
[635d1b9b][game]: score player='不坐车lxy' amount='50'
